"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: dataset","Param: stringManipulation"
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"33909,458916","22558,024277","B/op",devel_1_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"926,000000",NaN,"counts",devel_1_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"1588,000000",NaN,"ms",devel_1_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"6,178796","0,030025","ops/s",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"809,502218","3,806412","MB/sec",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"146403713,274552","16738,241217","B/op",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"795,692803","11,086587","MB/sec",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"143904546,107117","1536392,935415","B/op",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"3,247377","1,551097","MB/sec",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"587194,145622","280002,989928","B/op",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"400,000000",NaN,"counts",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"2869,000000",NaN,"ms",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"10,042315","0,038492","ops/s",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"1164,119858","4,302897","MB/sec",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"129468227,207921","1100,306719","B/op",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"1154,899655","12,093305","MB/sec",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"128443292,641584","1380690,135138","B/op",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"5,073817","3,345947","MB/sec",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"564020,293069","371529,215815","B/op",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"458,000000",NaN,"counts",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"3035,000000",NaN,"ms",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"5,873578","0,036584","ops/s",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"806,972909","4,792418","MB/sec",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"153513436,401130","18342,506560","B/op",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"798,086385","14,394598","MB/sec",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"151822104,587571","2465643,262106","B/op",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"2,952514","1,599412","MB/sec",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"561194,281808","302038,281413","B/op",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"392,000000",NaN,"counts",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"2788,000000",NaN,"ms",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"8,766612","0,054686","ops/s",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"1093,488745","6,891754","MB/sec",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"139384747,496221","11855,288479","B/op",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"1079,644555","14,957155","MB/sec",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"137619441,356486","1565522,710307","B/op",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"6,264559","1,423685","MB/sec",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"798653,217978","182959,491741","B/op",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"438,000000",NaN,"counts",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"2972,000000",NaN,"ms",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"0,601507","0,005563","ops/s",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"782,490173","6,731105","MB/sec",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"1578601400,266667","24416970,518924","B/op",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"764,831222","11,528466","MB/sec",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"1542969597,561905","29685870,145923","B/op",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"6,965494","1,625077","MB/sec",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"14065147,961905","3419900,532656","B/op",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"298,000000",NaN,"counts",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"10494,000000",NaN,"ms",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"0,949067","0,009477","ops/s",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"1050,342988","8,912032","MB/sec",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"1349924459,680000","3786,000813","B/op",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"1026,649071","22,653167","MB/sec",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"1319454638,080000","24561485,866898","B/op",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"7,743896","2,711965","MB/sec",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"9961351,280000","3547435,435645","B/op",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"330,000000",NaN,"counts",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"13467,000000",NaN,"ms",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"0,582978","0,003619","ops/s",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"793,598691","3,834367","MB/sec",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"1665072053,200000","7673,054058","B/op",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"775,938655","17,089164","MB/sec",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"1628071526,266667","40732443,140376","B/op",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"6,294773","1,910921","MB/sec",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"13210239,200000","4036019,274692","B/op",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"286,000000",NaN,"counts",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"9620,000000",NaN,"ms",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"0,852067","0,006778","ops/s",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"1020,194884","7,426823","MB/sec",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"1459181470,311111","6261,072783","B/op",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"992,736708","13,958508","MB/sec",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"1419958317,511111","25607990,354408","B/op",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"7,828034","1,015094","MB/sec",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"11197576,888889","1477128,973844","B/op",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"325,000000",NaN,"counts",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"12934,000000",NaN,"ms",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"0,158950","0,002124","ops/s",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"858,806638","19,046584","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"7901929834,400000","34285,165663","B/op",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"839,164399","29,143996","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"7721084518,400000","194515467,499370","B/op",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"1,592168","1,722800","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"14700488,400000","15914814,629105","B/op",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"11,219991","2,558141","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"103257126,800000","23895543,744442","B/op",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"354,000000",NaN,"counts",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"14357,000000",NaN,"ms",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"0,259961","0,003750","ops/s",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"1114,514446","16,324581","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"6412510704,266668","30631,263094","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"1093,797882","27,117054","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"6293238579,200001","116200797,233460","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"0,427199","1,093172","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"2471809,600000","6348708,982706","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"14,946924","3,171235","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"85952383,733333","17632635,421136","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"366,000000",NaN,"counts",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"19223,000000",NaN,"ms",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"0,149350","0,001873","ops/s",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"853,810690","11,747054","MB/sec",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"8170394512,000000","43676,571127","B/op",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"842,928093","21,367983","MB/sec",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"8065856307,200000","115432674,436382","B/op",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"1,685684","2,236654","MB/sec",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"16170230,400000","21442446,986015","B/op",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"10,182110","2,301513","MB/sec",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"97418491,200000","21912846,950099","B/op",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"349,000000",NaN,"counts",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"14847,000000",NaN,"ms",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"0,234220","0,002462","ops/s",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"1105,908033","13,802941","MB/sec",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"6799362998,400000","28977,885793","B/op",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"1084,687539","23,414097","MB/sec",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"6668873454,933333","114960417,921407","B/op",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"0,589170","1,030003","MB/sec",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"3637531,466667","6399849,816548","B/op",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"14,562556","2,235087","MB/sec",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"89559931,200000","14184741,081589","B/op",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"382,000000",NaN,"counts",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"19432,000000",NaN,"ms",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"0,016850","0,000273","ops/s",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"881,715612","12,371150","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"92486349632,000000","183540,888588","B/op",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"876,345765","14,020247","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"91922576179,200000","510244568,404117","B/op",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"3,346000","2,374826","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"351114529,600000","250161252,099522","B/op",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"9,413886","0,975197","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"987857207,200000","110446296,942194","B/op",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"1258,000000",NaN,"counts",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"58666,000000",NaN,"ms",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"0,026625","0,000678","ops/s",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"1084,702496","22,620877","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"87220404032,000000","164945,213044","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"1079,467104","23,790543","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"86799024128,000000","460021599,669478","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"4,269041","3,100681","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"343606846,400000","251244739,884232","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"11,846721","1,262988","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"953508564,000000","119441569,698810","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"1192,000000",NaN,"counts",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"59559,000000",NaN,"ms",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"0,016172","0,000310","ops/s",train_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"895,999852","17,838667","MB/sec",train_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"94988537660,000000","148431,071341","B/op",train_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"890,258572","18,073748","MB/sec",train_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"94380123749,600000","505171702,639540","B/op",train_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"3,054390","0,635094","MB/sec",train_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"323506311,200000","63517276,680196","B/op",train_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"9,220227","0,953500","MB/sec",train_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"978302136,800000","118546216,051915","B/op",train_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"1285,000000",NaN,"counts",train_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"59760,000000",NaN,"ms",train_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df","thrpt",1,10,"0,023969","0,000435","ops/s",train_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"1051,701344","11,505427","MB/sec",train_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"90615405133,600000","151676,906264","B/op",train_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"1046,919425","9,363681","MB/sec",train_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"90204484403,200000","421015119,545463","B/op",train_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"3,823973","1,494002","MB/sec",train_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"329542921,600000","129352359,915472","B/op",train_id,stream_apache
