"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: buffer_size","Param: dataset","Param: n_threads","Param: stringManipulation"
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"115,127898","0,597486","MB/sec",1000,test,8,foreach_apache
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"242991721,600000","9455,078699","B/op",1000,test,8,foreach_apache
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf:·gc.churn.Shenandoah","thrpt",1,10,"2104,975793","95,886410","MB/sec",1000,test,8,foreach_apache
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf:·gc.churn.Shenandoah.norm","thrpt",1,10,"4442860672,400000","203771753,756534","B/op",1000,test,8,foreach_apache
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf:·gc.count","thrpt",1,10,"785,000000",NaN,"counts",1000,test,8,foreach_apache
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf:·gc.time","thrpt",1,10,"7933,000000",NaN,"ms",1000,test,8,foreach_apache
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,8,foreach_apache
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf","thrpt",1,10,"0,656784","0,002134","ops/s",1000,test,12,foreach_apache
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"140,093818","0,442588","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"241313433,942857","10171,463785","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf:·gc.churn.Shenandoah","thrpt",1,10,"2534,782404","58,194125","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf:·gc.churn.Shenandoah.norm","thrpt",1,10,"4366278613,714286","108043417,818382","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf:·gc.count","thrpt",1,10,"973,000000",NaN,"counts",1000,test,12,foreach_apache
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf:·gc.time","thrpt",1,10,"12886,000000",NaN,"ms",1000,test,12,foreach_apache
"jv.microbenchmark.runner.future.CompletableFutureRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,12,foreach_apache
